timestamp_psychopy,timestamp_absolute,trigger_code,event_name,sent_to_eeg
8.341937,2026-01-26 14:51:21.988,50,block_start,no
8.355020,2026-01-26 14:51:22.001,1,fixation,no
10.376008,2026-01-26 14:51:24.022,10,concept_wrist_category_A,no
13.461594,2026-01-26 14:51:27.108,30,beep_start,no
13.483469,2026-01-26 14:51:27.130,31,beep_1_8,no
14.295862,2026-01-26 14:51:27.943,31,beep_2_8,no
15.113122,2026-01-26 14:51:28.760,31,beep_3_8,no
15.930524,2026-01-26 14:51:29.578,31,beep_4_8,no
16.748181,2026-01-26 14:51:30.395,31,beep_5_8,no
17.567506,2026-01-26 14:51:31.214,31,beep_6_8,no
18.382430,2026-01-26 14:51:32.028,31,beep_7_8,no
19.199938,2026-01-26 14:51:32.847,31,beep_8_8,no
20.020079,2026-01-26 14:51:33.667,40,trial_end,no
21.455821,2026-01-26 14:51:35.103,1,fixation,no
23.469929,2026-01-26 14:51:37.117,20,concept_apple_category_B,no
26.575810,2026-01-26 14:51:40.223,30,beep_start,no
26.595260,2026-01-26 14:51:40.243,31,beep_1_8,no
27.408053,2026-01-26 14:51:41.054,31,beep_2_8,no
28.225752,2026-01-26 14:51:41.873,31,beep_3_8,no
29.043910,2026-01-26 14:51:42.691,31,beep_4_8,no
29.861439,2026-01-26 14:51:43.509,31,beep_5_8,no
30.677277,2026-01-26 14:51:44.324,31,beep_6_8,no
31.495401,2026-01-26 14:51:45.142,31,beep_7_8,no
32.313892,2026-01-26 14:51:45.961,31,beep_8_8,no
33.129584,2026-01-26 14:51:46.777,40,trial_end,no
34.088835,2026-01-26 14:51:47.736,51,block_end,no
