timestamp_psychopy,timestamp_absolute,trigger_code,event_name,sent_to_eeg
7.988260,2026-01-26 15:07:57.972,151,block_1_start,no
7.988796,2026-01-26 15:07:57.973,101,trial_1_start,no
8.004085,2026-01-26 15:07:57.989,1,fixation,no
10.040320,2026-01-26 15:08:00.025,10,concept_knee_category_A,no
13.137500,2026-01-26 15:08:03.122,30,beep_start,no
13.159503,2026-01-26 15:08:03.144,31,beep_1_8,no
13.972126,2026-01-26 15:08:03.956,32,beep_2_8,no
14.788479,2026-01-26 15:08:04.773,33,beep_3_8,no
15.605867,2026-01-26 15:08:05.591,34,beep_4_8,no
16.447155,2026-01-26 15:08:06.432,35,beep_5_8,no
17.271448,2026-01-26 15:08:07.256,36,beep_6_8,no
18.092014,2026-01-26 15:08:08.077,37,beep_7_8,no
18.908273,2026-01-26 15:08:08.893,38,beep_8_8,no
19.726786,2026-01-26 15:08:09.712,201,trial_1_end,no
21.147734,2026-01-26 15:08:11.132,102,trial_2_start,no
21.160437,2026-01-26 15:08:11.144,1,fixation,no
23.178362,2026-01-26 15:08:13.163,20,concept_grape_category_B,no
26.183973,2026-01-26 15:08:16.168,30,beep_start,no
26.203356,2026-01-26 15:08:16.187,31,beep_1_8,no
27.015400,2026-01-26 15:08:16.999,32,beep_2_8,no
27.832900,2026-01-26 15:08:17.817,33,beep_3_8,no
28.650406,2026-01-26 15:08:18.634,34,beep_4_8,no
29.467030,2026-01-26 15:08:19.451,35,beep_5_8,no
30.284455,2026-01-26 15:08:20.269,36,beep_6_8,no
31.105618,2026-01-26 15:08:21.090,37,beep_7_8,no
31.921694,2026-01-26 15:08:21.907,38,beep_8_8,no
32.738901,2026-01-26 15:08:22.723,202,trial_2_end,no
34.203387,2026-01-26 15:08:24.188,103,trial_3_start,no
34.223412,2026-01-26 15:08:24.207,1,fixation,no
36.241776,2026-01-26 15:08:26.226,10,concept_elbow_category_A,no
39.192053,2026-01-26 15:08:29.177,30,beep_start,no
39.213417,2026-01-26 15:08:29.198,31,beep_1_8,no
40.025904,2026-01-26 15:08:30.011,32,beep_2_8,no
40.846154,2026-01-26 15:08:30.831,33,beep_3_8,no
41.660457,2026-01-26 15:08:31.645,34,beep_4_8,no
42.478048,2026-01-26 15:08:32.462,35,beep_5_8,no
43.295794,2026-01-26 15:08:33.280,36,beep_6_8,no
44.112999,2026-01-26 15:08:34.098,37,beep_7_8,no
